Name	Type	Location	Price
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Nee Soon South Zone B RN	$80.00 
Nee Soon South Zone C RN Karaoke Session March 2025	Social & Community Events	Nee Soon South Zone C RN	$70.00 
Recreational Karaoke Dialect Singing (Hokkien)	Workshops & Classes	Nee Soon South Zone C RN	From $80.00 to $90.00
(ONLY FOR BALLOTED MEMBERS IN FEB) [Double Table] Nee Soon South Zone D RN Flea Market 30 Mar 2025	Social & Community Events	Nee Soon South Zone D RN	$28.00 
(ONLY FOR BALLOTED MEMBERS IN FEB) [Single Table] Nee Soon South Zone D RN Flea Market 30 Mar 2025	Social & Community Events	Nee Soon South Zone D RN	$18.00 
Nee Soon South Zone F RN Gardening Fees (January 2025 to March 2025)	Social & Community Events	Nee Soon South Zone F RN	$20.00 
Nee Soon South Zone F RN Gardening Fees (July 2024 to March 2025)	Social & Community Events	Nee Soon South Zone F RN	$60.00 
Nee Soon South Zone F RN Gardening Fees (October 2024 to March 2025)	Social & Community Events	Nee Soon South Zone F RN	$40.00 
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Nee Soon South Zone G RN	$90.00 
Nee Soon South Zone H - Hay Dairies Goat Farm Trip (15 March 2025)	Social & Community Events	Nee Soon South Zone H RN	From $2.00 to $3.00
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Nee Soon South Zone H RN	From $45.00 to $55.00
Northvale Food Clay Art Workshop	Workshops & Classes	Northvale RN	$3.00 
Fitness First - NTUC Income Tampines Junction	Fitness & Wellness	"NTUC Income Tampines Junction, Postal Code: 529652"	$150.00 
Rainforest Wild ASIA (NV Residences)	Social & Community Events	Nv Residences RN	$10.00 
Merlion Park	Cultural & Heritage	"One Fullerton, Singapore"	$0.00 
Fitness First - One George Street	Fitness & Wellness	"One George Street, Postal Code: 48616"	$150.00 
[One Punggol CC IAEC] Holi Dhamaka 2025	Social & Community Events	One Punggol CC	$10.00 
[Punggol Coast CACC & Bayvue RN] - Community Mural Art Painting	Social & Community Events	One Punggol CC	$0.00 
[Punggol Coast CCC] Let’s Brisk Walk to Punggol Digital District!	Social & Community Events	One Punggol CC	$0.00 
[Punggol Coast FLC] Mother's Day Herbarium Workshop	Workshops & Classes	One Punggol CC	$10.00 
[Punggol Pinnacle RN & Punggol Coast GAC] Vermicomposting Workshop	Workshops & Classes	One Punggol CC	$5.00 
[Punggol Pinnacle RN] Punggol Point Crown & Woods Estate Party	Social & Community Events	One Punggol CC	$0.00 
[Punggol Seaview RN] Move and Mingle Block Party	Social & Community Events	One Punggol CC	$2.00 
BodyART® (HealthierSG)	Fitness & Wellness	One Punggol CC	From $100.00 to $105.00
Boogie Bounce Xtreme - Trampoline Fitness (HealthierSG) (One Punggol)	Workshops & Classes	One Punggol CC	From $72.00 to $82.00
Fun with Art	Workshops & Classes	One Punggol CC	From $130.00 to $140.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	One Punggol CC	From $90.00 to $100.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	One Punggol CC	From $100.00 to $110.00
Karate (HealthierSG)	Fitness & Wellness	One Punggol CC	From $120.00 to $130.00
Piloxing ® (HealthierSG)	Fitness & Wellness	One Punggol CC	From $110.00 to $120.00
PILOXING® Barre (HealthierSG)	Fitness & Wellness	One Punggol CC	From $110.00 to $120.00
Punggol Coast C2E - CPR AED course on 18 May 2025	Workshops & Classes	One Punggol CC	$2.00 
Punggol Coast Pets in Harmony @ Punggol Damai	Social & Community Events	One Punggol CC	$5.00 
Punggol Marina RN - Hari Raya Bazaar ( Registration link for pre-selected vendors only)	Social & Community Events	One Punggol CC	$200.00 
Punggol Marina RN - Hari Raya Geylang Serai Bazaar Bus Tour	Social & Community Events	One Punggol CC	$3.00 
Punggol Marina RN - Visit to Splashtopia @ Sentosa	Social & Community Events	One Punggol CC	$20.00 
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	One Punggol CC	From $50.00 to $60.00
Silat (HealthierSG)	Fitness & Wellness	One Punggol CC	From $30.00 to $35.00
Yoga Postures (HealthierSG)	Fitness & Wellness	One Punggol CC	From $80.00 to $90.00
Fitness First - One Raffles Quay	Fitness & Wellness	"One Raffles Quay, Postal Code: 48619"	$150.00 
[OERNs] Opera Estate Harmony Evening	Social & Community Events	Opera Estate-Siglap RN	$0.00 
Ang Mo Kio Town Garden West	Outdoor & Nature	"Opposite Ang Mo Kio Town Library, along Ang Mo Kio Avenue 6"	$0.00 
Fitness First - Orchard	Fitness & Wellness	"Orchard, Postal Code: 238841"	$150.00 
North East Green Adventure	Social & Community Events	Our Tampines Hub	$0.00 
22.03.2025 - Palm Gardens Sustainability	Social & Community Events	Palm Gardens RN	$0.00 
PGRN SFC and Briskwalk - Apr 2025	Social & Community Events	Pandan Gardens RN	$0.00 
Fitness First - Paragon	Fitness & Wellness	"Paragon, Postal Code: 238859"	$150.00 
West Coast Park	Outdoor & Nature	Parallel to West Coast Highway	$0.00 
[Parc Centros RN] Let’s Visit Museum of Ice Cream Together!	Social & Community Events	Parc Centros RN	$18.00 
Parc Lumiere RC Stars & Games: Family Movie Night	Social & Community Events	Parc Lumiere RC	$1.00 
Fitness First - Alexandra	Fitness & Wellness	"Pasir Panjang Road, Postal Code: 117439"	$150.00 
Acupuncture Point Massage	Fitness & Wellness	Pasir Ris Atlantis RC	$20.00 
Be a Percussionist - Cajon (Adults)	Workshops & Classes	Pasir Ris Central CC	From $168.00 to $178.00
Chinese Ink Painting	Workshops & Classes	Pasir Ris Central CC	From $90.00 to $100.00
Gentle Flow Yoga (HealthierSG)	Fitness & Wellness	Pasir Ris Central CC	From $75.00 to $85.00
Guitar Pop (Elementary)	Workshops & Classes	Pasir Ris Central CC	From $168.00 to $178.00
Naive Art (age 5 – 8)	Workshops & Classes	Pasir Ris Central CC	From $125.00 to $135.00
Pasir Ris Central CC Rug Tufting Workshop	Workshops & Classes	Pasir Ris Central CC	$15.00 
Pasir Ris Central Family Camp 2025	Social & Community Events	Pasir Ris Central CC	$120.00 
Piano Grade 1	Workshops & Classes	Pasir Ris Central CC	From $250.00 to $265.00
Power Fit Kids (Intermediate)	Fitness & Wellness	Pasir Ris Central CC	From $88.00 to $98.00
Power Fit Kids- Artistic Gymnastics! (Age 5 - 12)	Fitness & Wellness	Pasir Ris Central CC	From $85.00 to $95.00
Ukulele - Beginner	Workshops & Classes	Pasir Ris Central CC	From $168.00 to $178.00
Yin Yoga (HealthierSG)	Fitness & Wellness	Pasir Ris Central CC	From $90.00 to $100.00
Breadmaking (Pasir Ris East)	Food & Beverage	Pasir Ris East CC	From $120.00 to $130.00
Guitar Pop (Elementary)	Workshops & Classes	Pasir Ris East CC	From $128.00 to $138.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Pasir Ris East CC	From $80.00 to $85.00
Home Cooking / Variety Cooking	Food & Beverage	Pasir Ris East CC	From $120.00 to $130.00
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Pasir Ris East CC	From $35.00 to $40.00
SkillsFuture@PA Western Flower Arrangement (Stage IV)	Workshops & Classes	Pasir Ris East CC	From $100.00 to $112.00
Taijiquan (HealthierSG)	Fitness & Wellness	Pasir Ris East CC	From $70.00 to $75.00
Variety Cooking Workshop for Adults	Food & Beverage	Pasir Ris East CC	From $50.00 to $60.00
Badminton (HealthierSG) (Pasir Ris Elias)	Fitness & Wellness	Pasir Ris Elias CC	From $100.00 to $110.00
Ballet (Adult) - Advanced (HealthierSG)	Workshops & Classes	Pasir Ris Elias CC	From $200.00 to $210.00
Ballet (Adult) - Intermediate (HealthierSG) (Pasir Ris Elias)	Workshops & Classes	Pasir Ris Elias CC	From $200.00 to $210.00
Ballroom Modern (Adult) - Elementary (HealthierSG) (Pasir Ris Elias)	Workshops & Classes	Pasir Ris Elias CC	From $100.00 to $110.00
Bollywood Dance For Adults (HealthierSG) (Pasir Ris Elias)	Workshops & Classes	Pasir Ris Elias CC	From $75.00 to $85.00
Bollywood Dance For Children (Pasir Ris Elias)	Workshops & Classes	Pasir Ris Elias CC	From $75.00 to $85.00
Children's Art (Pasir Ris East)	Workshops & Classes	Pasir Ris Elias CC	From $90.00 to $95.00
Chinese Calligraphy	Workshops & Classes	Pasir Ris Elias CC	From $90.00 to $95.00
Fun with Keyboard	Workshops & Classes	Pasir Ris Elias CC	From $221.00 to $226.00
Guitar Pop (Elementary)	Workshops & Classes	Pasir Ris Elias CC	From $128.00 to $138.00
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Pasir Ris Elias CC	From $65.00 to $75.00
Line Dance (Adult) - Intermediate (HealthierSG)	Workshops & Classes	Pasir Ris Elias CC	From $65.00 to $75.00
Recreational Karaoke Dialect Singing (Cantonese)	Workshops & Classes	Pasir Ris Elias CC	From $60.00 to $70.00
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Pasir Ris Elias CC	From $80.00 to $88.00
SG60 M3 Ramadan Ride for Gaza 2025	Social & Community Events	Pasir Ris Elias CC	$0.00 
Silat (HealthierSG)	Fitness & Wellness	Pasir Ris Elias CC	$4.00 
SkillsFuture@PA Unisex Hair Cutting Course Module 2	Fitness & Wellness	Pasir Ris Elias CC	From $220.00 to $230.00
Yin Yang Yoga (HealthierSG)	Fitness & Wellness	Pasir Ris Elias CC	From $100.00 to $110.00
Yin Yoga (HealthierSG)	Fitness & Wellness	Pasir Ris Elias CC	From $80.00 to $90.00
Yoga Stretch (HealthierSG)	Fitness & Wellness	Pasir Ris Elias CC	From $80.00 to $90.00
Yoga Therapy (HealthierSG)	Fitness & Wellness	Pasir Ris Elias CC	From $120.00 to $130.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Pasir Ris Elias CC	From $55.00 to $65.00
*2025 Pasir Ris Meridian One Day Malaysia Muar Temple Tour	Social & Community Events	Pasir Ris Meridian RN	$90.00 
Pasir Ris Park	Outdoor & Nature	Pasir Ris Park stretches from Pasir Ris Road to Jalan Loyang Besar and can be accessed through Elias Road and Pasir Ris Green	$0.00 
Jom Berbuka Puasa by Pasir Ris Zone 10 and 11 RN (17 Mar 2025)	Social & Community Events	Pasir Ris Zone 10 RN	$0.00 
Lowrey Piano (Grade 1)	Workshops & Classes	Pasir Ris Zone 10 RN	$387.90 
Lowrey Piano (Grade 3)	Workshops & Classes	Pasir Ris Zone 10 RN	$451.40 
Lowrey Piano (Grade 4)	Workshops & Classes	Pasir Ris Zone 10 RN	$484.10 
Pasir Ris Zone 10 Karaoke 2025	Social & Community Events	Pasir Ris Zone 10 RN	$5.00 
Pasir Ris Zone 10 Karaoke Booking	Social & Community Events	Pasir Ris Zone 10 RN	$70.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Pasir Ris Zone 10 RN	From $40.00 to $50.00
Taekwondo (International Taekwon-Do Federation Singapore) (HealthierSG)	Fitness & Wellness	Pasir Ris Zone 11 RN	From $40.00 to $50.00
KAYAKING 1 STAR AWARD (HealthierSG)	Fitness & Wellness	Passion Wave @ Bedok Reservoir	From $72.00 to $80.00
PAssion Wave @ Bedok Reservoir 4 Seater Pedal Boat Rental March 2025	Social & Community Events	Passion Wave @ Bedok Reservoir	From $11.00 to $12.00
PAssion Wave @ Bedok Reservoir Kayak Rental March 2025	Social & Community Events	Passion Wave @ Bedok Reservoir	From $9.00 to $10.00
SUP Starter Course (Open Water) (HealthierSG)	Fitness & Wellness	Passion Wave @ Bedok Reservoir	From $55.00 to $61.00
BASIC WINDSURFING COURSE (HealthierSG)	Fitness & Wellness	Passion Wave @ East Coast	From $92.00 to $102.00
SUP Starter Course (Open Water) (HealthierSG)	Fitness & Wellness	Passion Wave @ East Coast	From $55.00 to $61.00
WINDSURFING CLINIC (HealthierSG)	Fitness & Wellness	Passion Wave @ East Coast	From $36.00 to $40.00
PWJLG - 4-Seater Pedal Boat Rental (12 - 16 MAR 2025 )	Social & Community Events	Passion Wave @ Jurong Lake Gardens	From $11.00 to $12.00
PWJLG - DRAGONBOAT RENTAL for TEAMS ONLY (11 - 16 MAR 2025)	Social & Community Events	Passion Wave @ Jurong Lake Gardens	$0.00 
PWJLG - DRAGONBOAT RENTAL for TEAMS ONLY (18 MAR - 23 MAR 2025)	Social & Community Events	Passion Wave @ Jurong Lake Gardens	$0.00 
PWJLG - Kayak Rental (01 - 16 MAR 2025)	Social & Community Events	Passion Wave @ Jurong Lake Gardens	From $9.00 to $10.00
Cycling (HealthierSG)	Fitness & Wellness	Passion Wave @ Marina Bay	$180.00 
KAYAKING 1 STAR AWARD (HealthierSG)	Fitness & Wellness	Passion Wave @ Marina Bay	From $72.00 to $80.00
PASSION WAVE @ MARINA BAY KAYAK & PEDAL BOAT RENTAL (12 TO 16 MAR '25)	Social & Community Events	Passion Wave @ Marina Bay	From $0.00 to $11.00
PASSION WAVE @ MARINA BAY KAYAK & PEDAL BOAT RENTAL (19 TO 23 MAR '25)	Social & Community Events	Passion Wave @ Marina Bay	From $9.00 to $11.00
SWWD 2025: KNK 210325 AM (FOR CHIU TENG CONSTRUCTION)	Social & Community Events	Passion Wave @ Marina Bay	$384.00 
BASIC PICO SAILING COURSE (HealthierSG)	Fitness & Wellness	Passion Wave @ Pasir Ris	From $302.00 to $335.00
Coast-to-Coast Expedition to Changi Point (Kayaking)	Social & Community Events	Passion Wave @ Pasir Ris	From $47.00 to $52.00
KAYAKING 1 STAR AWARD (HealthierSG)	Fitness & Wellness	Passion Wave @ Pasir Ris	From $72.00 to $80.00
KAYAKING 2 STAR AWARD (HealthierSG)	Fitness & Wellness	Passion Wave @ Pasir Ris	From $87.00 to $97.00
KAYAKING 3 STAR PERSONAL SKILL TRAINING COURSE (HealthierSG)	Fitness & Wellness	Passion Wave @ Pasir Ris	From $130.00 to $144.00
Kayaking 3 Star Refresher (HealthierSG)	Fitness & Wellness	Passion Wave @ Pasir Ris	From $42.00 to $60.00
PAssion Wave @ Pasir Ris 12 - 16 MAR 2025 Kayak Rentals (SCF cert required)	Social & Community Events	Passion Wave @ Pasir Ris	From $9.00 to $17.00
PAssion Wave @ Pasir Ris 12 - 16 MAR 2025 Stand-Up Paddling (SUP) Rentals (ASI cert required)	Social & Community Events	Passion Wave @ Pasir Ris	From $18.00 to $20.00
SUP Starter Course (Open Water) (HealthierSG)	Fitness & Wellness	Passion Wave @ Pasir Ris	From $55.00 to $61.00
KAYAKING 1 STAR AWARD (HealthierSG)	Fitness & Wellness	Passion Wave @ Sembawang	From $72.00 to $80.00
KAYAKING 2 STAR AWARD (HealthierSG)	Fitness & Wellness	Passion Wave @ Sembawang	From $87.00 to $97.00
KAYAKING 3 STAR AWARD (ASSESSMENT) (HealthierSG)	Fitness & Wellness	Passion Wave @ Sembawang	From $45.00 to $50.00
PAssion Wave @ Sembawang 12 -16 March 2025 Kayak Rental (SCF Cert required)	Social & Community Events	Passion Wave @ Sembawang	From $9.00 to $17.00
Ballroom Modern (Adult) - Elementary (HealthierSG) (Paya Lebar Kovan)	Workshops & Classes	Paya Lebar Kovan CC	From $52.00 to $57.00
Ceramic Art (Paya Lebar)	Workshops & Classes	Paya Lebar Kovan CC	From $280.00 to $290.00
Children's Art (Paya Lebar Kovan)	Workshops & Classes	Paya Lebar Kovan CC	From $70.00 to $75.00
Dressmaking (Intermediate)	Workshops & Classes	Paya Lebar Kovan CC	From $90.00 to $100.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Paya Lebar Kovan CC	From $75.00 to $85.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Paya Lebar Kovan CC	From $85.00 to $95.00
HOOP FITNESS (HealthierSG)	Fitness & Wellness	Paya Lebar Kovan CC	From $95.00 to $105.00
Karate (HealthierSG)	Fitness & Wellness	Paya Lebar Kovan CC	From $115.00 to $119.00
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Paya Lebar Kovan CC	From $60.00 to $70.00
Paya Lebar Kovan CCMC - Art Cafe IG Furry Animals Making Workshop	Workshops & Classes	Paya Lebar Kovan CC	$15.00 
Recreational Choral Singing	Workshops & Classes	Paya Lebar Kovan CC	From $60.00 to $70.00
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Paya Lebar Kovan CC	From $35.00 to $40.00
Paya Lebar Zone 2 RN's Brisk Walk @ Bidadari Park on 15 March 2025	Social & Community Events	Paya Lebar Zone 2 RN	$3.00 
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Paya Lebar Zone 3 RN	$80.00 
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Paya Lebar Zone 4 RN	$80.00 
Pearl's Hill City Park	Outdoor & Nature	Pearl's Hill Terrace	$0.00 
Line Dance (Adult) - Advanced (HealthierSG)	Workshops & Classes	Pek Kio CC	From $80.00 to $100.00
PEK KIO CC LINE DANCE JAM BY AMY LEE - 15 MAR 2025	Social & Community Events	Pek Kio CC	$5.00 
PEK KIO CC WEC FOLK DANCE INTEREST GROUP (13 Mar 25 to 12 June 25)	Social & Community Events	Pek Kio CC	$0.00 
Pek Kio Keeps Rocking (12 April 2025)	Social & Community Events	Pek Kio CC	From $20.00 to $200.00
Science Centre & Omni Theatre Outing (PKCC) 15 Mar 2025	Social & Community Events	Pek Kio CC	$8.00 
(PERN) Phoenix 1 Day Kukup Trip	Social & Community Events	Phoenix Estate RN	$50.00 
(PERN) Phoenix Fun Walk - Apr 2025	Social & Community Events	Phoenix Estate RN	$2.00 
(PERN) Phoenix Movie Night - May 2025	Social & Community Events	Phoenix Estate RN	$2.00 
CCK CC WEC Funwalk (Mandai Boardwalk) - 6 Apr 2025	Social & Community Events	Phoenix Estate RN	$3.00 
Pine Close RN - Laser Tag Event	Social & Community Events	Pine Close RN	$10.00 
Movie Under The Stars @ Pine Grove (Despicable Me 4)	Social & Community Events	Pine Grove NC	$0.00 
Fun Walk @ Singapore River (For The Centris Residents only)	Social & Community Events	Pioneer Zone 2 RN	$3.00 
"Pioneer Zone 7 - Afternoon Tea Block Party with Residents from Blk 659A, 659B, 659C and 659D"	Social & Community Events	Pioneer Zone 7 RN	$0.00 
Pioneer Zone 8 RN 20th Anniversary Celebration	Social & Community Events	Pioneer Zone 8 RN	$3.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Pioneer Zone 8 RN	$40.00 
Wushu (HealthierSG)	Fitness & Wellness	Pioneer Zone 8 RN	$120.00 
Pioneer Zone 9 - Melodies & Munchies	Social & Community Events	Pioneer Zone 9 RN	$3.00 
Children's Art (Potong Pasir)	Workshops & Classes	Potong Pasir CC	From $100.00 to $110.00
Family Day @ Woodleigh Hillside	Social & Community Events	Potong Pasir CC	From $3.00 to $5.00
First Aid Hour 26 Mar 2025	Social & Community Events	Potong Pasir CC	$0.00 
Frisbee Tryout 2025	Social & Community Events	Potong Pasir CC	$5.00 
Haircut for Seniors (Blue & Orange Chas Card Holders Only)	Social & Community Events	Potong Pasir CC	$0.00 
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Potong Pasir CC	From $53.00 to $63.00
Health Qigong (HealthierSG)	Fitness & Wellness	Potong Pasir CC	From $65.00 to $75.00
Line Dance (Adult) - Intermediate (HealthierSG)	Workshops & Classes	Potong Pasir CC	From $70.00 to $80.00
Potong Pasir Celebrates! Line Dance Jamboree 2025	Social & Community Events	Potong Pasir CC	$5.00 
Potong Pasir Celebrates! Tamil New Year	Social & Community Events	Potong Pasir CC	$10.00 
"Potong Pasir Experiences! Little Ones, Big Feelings (22 March)"	Social & Community Events	Potong Pasir CC	$25.00 
Potong Pasir Explores! Punggol Waterway Park	Social & Community Events	Potong Pasir CC	$3.00 
Technical Boxing (HealthierSG)	Fitness & Wellness	Potong Pasir CC	From $64.00 to $74.00
Potong Pasir Explores! Gardens by the Bay (Zone 2 RN)	Social & Community Events	Potong Pasir Zone 2 RN	From $6.00 to $12.00
Potong Pasir Explores! Sembawang Hot Spring & Chong Pang Hawker Centre	Social & Community Events	Potong Pasir Zone 2 RN	$3.00 
Potong Pasir Explores! APAC Food & Beverage Expo 2025	Social & Community Events	Potong Pasir Zone 3 RN	$3.00 
